,query,carb
3853,"For dinner, I enjoyed a portion of grilled tilapia weighing 1 ounce.",0.0
3854,"For dinner, I'm enjoying a chicken drumstick with the skin still on.",0.1887
3855,Enjoying 1 ounce of FRITOLAY Harvest Cheddar flavor SUNCHIPS.,18.34245
3856,Enjoying a mixed grain biscuit prepared from refrigerated dough.,20.856
3857,"For dinner, I am enjoying a whole fried trout.",31.644
3858,I have three ounces of kidneys that have been cooked and simmered.,0.0
3859,"A roast prepared from bottom round beef, trimmed to have 1/8 inch of fat.",0.0
3860,"A can containing 8 ounces of raw mixed species fish roe, inclusive of solids and liquid.",3.405
3861,"A cup of all-purpose, partially hydrogenated industrial soy oil.",0.0
3862,A serving of 1 ounce of sirloin steak.,0.0
3863,"Enjoying a cup of canned purple plums that are stored in water, including both the solids and the liquid.",27.4647
3864,"A one fluid ounce smoothie made with fruits and vegetables, free from dairy and enhanced with protein.",3.2211
3865,I am consuming an 8 fluid ounce can of No Fear energy drink that is sugar-free.,1.008
3866,"For lunch, I am enjoying a large steak sandwich made with wheat bread.",41.1075
3867,"For breakfast, I am enjoying an ounce of oat bran muffin.",13.69305
3868,"For dinner, I will be enjoying a grilled eye of round steak weighing 3 ounces.",0.0
3869,I am prepared to cook a single piece of raw quail meat.,0.0
3870,Enjoying half a cup of homemade sofrito sauce.,5.6238
3871,Consuming a 2.5-ounce jar of Gerber strained banana baby food.,15.1514
3872,"I am getting ready to cook a raw leg of pheasant, sourced from one pound of prepared pheasant meat.",0.0
3873,A small fillet of fried haddock is what I'm having for dinner.,16.408
3874,I am preparing 1 fluid ounce of infant formula enriched with amino acids for my baby.,2.013
3875,I received a cup of tripe soup from a Latino establishment.,8.14
3876,Enjoying a single piece of pupusas filled with beans from a Latino restaurant.,39.6837
3877,"A cup filled with chilled pie crust made from a cookie, using a vanilla wafer recipe.",64.758
3878,A cup of noodles accompanied by sausage in a creamy white sauce.,36.1852
3879,"A bar of cereal or granola containing peanuts, oats, sugar, and wheat germ.",27.692
3880,A cup of soup created using chicken broth cubes mixed with water.,1.5066000000000002
3881,"A small, bite-sized gluten-free pretzel.",3.0024
3882,A 4.5-ounce jar of strained carrots intended for baby food.,7.68
3883,"For dinner, I am enjoying half of a roasted chicken back, with the bone taken out.",0.0
3884,I'm enjoying a grilled ribeye steak that is boneless and has been trimmed to zero fat.,0.0
3885,"A cup of diced baked chicken leg, consisting of both thigh and drumstick, without the skin or coating.",0.0
3886,A one-pound portion of raw domesticated goose meat.,0.0
3887,A jar of junior fruit applesauce is my snack.,17.51
3888,Consuming half a cup of chopped green hot chili peppers.,7.095
3889,"For a snack, I am enjoying 3 multigrain and multi-seeded gluten-free crackers.",4.0443
3890,A half cup of vegetarian vegetable soup from a can is being consumed.,12.3228
3891,A cup of egg omelet containing meat is my meal.,1.3365
3892,Enjoying a small piece of chocolate cake topped with white icing from the bakery.,16.308
3893,"For dinner, I am enjoying 3 ounces of cooked New Zealand rump beef.",0.0
3894,"For breakfast, I am enjoying a cup of cooked oats seasoned with a pinch of salt.",28.08
3895,"A broiled beef patty, cooked and weighing 3 ounces, consisting of 80% lean meat and 20% fat.",0.0
3896,A cup of freshly cooked carrots served with butter as a side dish.,15.472
3897,A cup of SILK Plus Omega-3 DHA soymilk is being consumed.,7.9947
3898,"One ear of yellow sweet corn, still in its raw state, with kernels attached to the cob.",29.375
3899,"A 12-inch sub filled with turkey breast, served on white bread and topped with lettuce and tomato.",82.2814
3900,A slice of frozen thick crust pizza featuring meat and vegetables.,44.609
3901,A cup of sautéed fresh mushrooms cooked in oil.,8.0
3902,"Enjoying a mild fried chicken thigh from Popeyes, featuring only the meat and crispy skin with breading.",9.296
3903,A tablespoon of poppy seeds is being utilized for seasoning.,2.47544
3904,"For dinner, I am enjoying a serving of octopus in a cup.",18.0765
3905,"For breakfast, I am eating a slice of turkey bacon that was microwaved.",0.34344
3906,"For dinner, I am enjoying a cup of cooked sturgeon fish.",0.0
3907,"Preparing half a chicken, specifically the dark meat, with the bone and skin taken off.",0.0
3908,"I prepared a cup of omelet made with scrambled egg substitute, cheese, and vegetables.",3.3615
3909,A small egg sandwich made with wheat bread and filled with meat.,14.392
3910,A drained and rinsed can of chickpeas is my current snack.,58.0898
3911,Consuming 3 ounces of cooked lean beef that has been trimmed of all visible fat.,0.0
3912,Enjoying a small slice of thin crust cheese pizza topped with vegetables from a restaurant.,19.0536
3913,A large sandwich cookie with reduced fat and vanilla flavor.,28.1376
3914,Enjoying a fun size box of Sunny D fruit juice drink with reduced sugar.,1.2445
3915,Enjoying a slice of spice cake as my dessert.,98.7175
3916,"I consumed a ready-to-drink Ensure Plus nutritional shake, totaling 1 fluid ounce.",6.2622
3917,"A cup of cooked canned corn, prepared without any added fat.",23.661
3918,A slice of Boston Brown bread is what I'm having.,21.393
3919,A small slice of cheese and vegetable pizza on a whole wheat thin crust.,21.7071
3920,"A cup of frozen artichokes that have been cooked, boiled, and lightly salted.",15.4224
3921,Currently enjoying a snack of 1.5 ounces of banana chips.,24.528
3922,I am providing my baby with a 1 fluid ounce serving of store brand soy infant formula.,2.07095
3923,Enjoying a 1.9-ounce package of MOUNDS Candy Bar as a snack.,31.2064
3924,A serving of 1 ounce of cooked pressed Chinese duck.,1.76904
3925,"For my meal, I am enjoying 3 ounces of fast roasted New Zealand beef cube roll, featuring a mix of lean meat and fat.",0.0255
3926,"A McDonald's salad featuring breaded fried chicken or turkey, accompanied by lettuce, tomatoes, and cheese, served without dressing.",20.881
3927,"A portion of cooked ostrich meat, originating from 4 ounces of raw round ostrich.",0.0
3928,Preparing a fresh and raw boneless top loin pork roast.,0.0
3929,"A quart of low-fat milk, containing 1% milkfat and enriched with vitamins A and D.",50.6056
3930,"I am making one scoop of Similac formula from Abbott Nutrition, specifically formulated for spit-up and enriched with ARA and DHA.",5.225
3931,A raw white icicle radish measuring around 7 inches in length.,0.4471
3932,I am going to prepare a packet of classic beef pasta mix.,31.768
3933,Consuming a one fluid ounce serving of cranberry juice cocktail from a bottle.,4.27232
3934,I possess 3 ounces of uncooked burbot fish.,0.0
3935,"A rack of country-style pork loin ribs, cooked and roasted.",0.0
3936,"For dinner, my baby is having 1 ounce of strained chicken soup.",2.0412
3937,A jar of strained apricot baby food with tapioca is my choice for today.,18.419
3938,A small chocolate chip sandwich cookie is being enjoyed.,1.9056
3939,Enjoying a cup of Haupia as a sweet treat after my meal.,50.0976
3940,"Enjoying a grilled t-bone steak, trimmed to 1/8 inch of fat, weighing 3 ounces.",0.0
3941,"For dinner, I am having a 3-ounce portion of grilled boneless top blade steak.",0.0
3942,"A McDonald's Big Breakfast served, with a total weight of 9.5 ounces.",47.075
3943,"A 3-ounce serving of broiled rib beef, carefully trimmed of all fat.",0.0
3944,Enjoying an arrowroot biscuit along with animal crackers and tea biscuits.,3.6309
3945,"I am enjoying 3 ounces of braised top round beef, cooked and trimmed to an eighth of an inch of fat.",0.0
3946,A chocolate-flavored diet soft drink served in a child or senior size.,0.783
3947,"A serving of decaffeinated coffee, pre-sweetened with a low-calorie sweetener, totaling 1 fluid ounce.",0.342
3948,"I possess 4 ounces of raw top loin beef, carefully trimmed to an eighth of an inch of fat.",0.0
3949,I possess a quarter cup of chives that have been freeze-dried.,0.51432
3950,"A cup of raw sliced zucchini, including the skin.",3.5143
3951,"For a snack, I am enjoying a cup of nutritional drink made from soy.",42.7063
3952,A 4-ounce jar of strained green bean baby food is what I'm eating.,7.1077
3953,A cup filled with whole dried sesame seeds.,33.768
3954,Consuming a ready-to-drink SLIMFAST high protein meal replacement shake from a bottle.,2.5075000000000003
3955,A cup filled with yogurt-coated confectioner's chips.,108.698
3956,"For breakfast, I enjoyed half a cup of QUAKER 100% Natural Granola, which consists of oats, wheat, and honey.",35.352
3957,"Consuming 3 ounces of trim, roasted rib beef with no fat.",0.0
3958,"I possess 4 ounces of raw chuck arm pot roast, carefully trimmed to an eighth of an inch of fat.",0.0
3959,A small stick of hard breadsticks with reduced sodium is my snack.,3.6115
3960,"Consuming 3 ounces of grilled lamb rib chop from Australia, expertly frenched and trimmed.",0.0
3961,"For a snack, I am enjoying a cup of canned rambutan in syrup.",44.6618
3962,A large bologna sandwich made with wheat bread and cheese.,47.601
3963,"For breakfast, I'm enjoying 1.25 cups of RALSTON CRISP RICE cereal.",28.4526
3964,A package containing lightly salted pistachio nuts.,13.65
3965,Dinner consists of an entire grilled catfish.,0.0
3966,A serving of instant lemon pudding prepared with 2% milk.,1.616
3967,A cup of cooked eggplant served without additional fat.,5.985
3968,A cup filled with freshly cooked carrots prepared using oil.,15.456
3969,I am getting ready to cook half of a raw chicken that's been deboned and skinned.,0.0
3970,Savoring a single anisette-flavored sponge ladyfinger.,7.761
3971,"Consuming 3 ounces of roasted chicken drumstick, including the meat and skin.",0.0
3972,I possess a can of sweet yellow corn preserved in brine.,66.8052
3973,"For dinner, a complete circle egg quesadilla is on the menu.",28.07
3974,"In my recipe, I am incorporating a teaspoon of ground cloves.",1.37613
3975,Sipping on a small iced decaffeinated café mocha prepared with nonfat milk.,33.48
3976,"I have a serving of 3 ounces of boneless, cooked, braised chuck eye country-style ribs that are completely trimmed of fat.",0.0
3977,"For dinner, I'm enjoying 3 ounces of braised chuck pot roast.",0.0
3978,"For dinner, I am enjoying a single boneless and fat-trimmed grilled outside skirt steak.",0.0
3979,"For cooking, I am utilizing a cup of grapeseed oil.",0.0
3980,"For dinner, I am enjoying 1 ounce of baked pompano fish.",0.002
3981,"I possess 4 ounces of raw, boneless Denver Cut chuck steak, which has been trimmed to zero fat.",0.5989
3982,A strip of cornmeal mush is being enjoyed for breakfast.,6.125
3983,Adding a teaspoon of olive oil to my salad.,0.0
3984,"A rib eye roast with the bone intact, trimmed to have 1/8 inch of fat.",0.0
3985,A cup of diced fresh spring onions is added to my salad.,7.34
3986,"Consuming a 4 fluid ounce bottle of Baby Toddler juice, featuring a mix of fruit and yogurt.",15.4132
3987,"For breakfast, I am enjoying three-quarters of a cup of POST GREAT GRAINS Cranberry Almond Crunch cereal.",36.768
3988,A serving of yellow cake topped with vanilla frosting.,37.654
3989,"For dinner, I am enjoying a boneless top loin steak with a trim of 1/8 inch fat.",0.0
3990,"A cup of green beans from a can, cooked with oil.",5.7855
3991,A 6 fluid ounce can of undiluted unsweetened frozen apple juice concentrate.,86.51
3992,A cup of homemade menudo soup is being enjoyed.,8.5555
3993,"For a snack, I am enjoying a cup of cheese pastry puffs.",2.144
3994,A 4 oz jar of Gerber's Second Food creamed strained spinach and vegetable baby food is what I'm enjoying.,6.441
3995,A single serving of crunchy cereal from a prepackaged box.,24.624
3996,A sandwich wrap of unspecified size.,32.578
3997,"Enjoying a cup of canned Harvard beets, complete with both solids and liquids.",44.7228
3998,A serving of nachos covered with beef and beans.,45.55
3999,"A boneless lamb leg from Australia, trimmed to an eighth of an inch of fat.",0.0
4000,"For lunch, I'm enjoying a cup of sliced low-fat Frankfurter.",12.012
4001,"A cup of noodles served with beef and a variety of vegetables, all topped with gravy.",37.2006
4002,A standard can of oysters is being enjoyed.,4.8875
4003,Dinner consists of a cooked fillet of Pacific herring.,0.0
4004,"Enjoying a medium-sized fried chicken thigh, complete with skin and coating.",6.578
4005,"Preparing a raw boneless tenderloin steak, thoroughly trimmed of fat from the beef loin.",0.0
4006,Snacking on a package of plain hard pretzel chips containing 100 calories.,19.6075
4007,A tablespoon of standard onion dip is being consumed.,0.534
4008,"For dinner, I am having a single chicken liver.",1.4256
4009,"For breakfast, I am enjoying a blueberry muffin prepared with low fat milk.",23.199
4010,A serving of reduced-calorie chocolate dairy drink mix prepared with water and ice.,10.9593
4011,"I possess 3 ounces of braised top round beef, trimmed to an eighth of an inch of fat.",0.0
4012,Consuming 1 ounce of raw ostrich oysters as part of my meal.,0.0
4013,Enjoying a cup of original and vanilla flavored soymilk enriched with calcium and vitamins A and D.,11.9556
4014,A sandwich prepared with almond butter on whole wheat bread.,33.2764
4015,"Enjoying a standard piece of white cake topped with white icing, prepared from a mix.",53.78
